"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2017-18","Bacon County","Bacon County Primary School","Teachers","Total",37.5,13,35
"2017-18","Bacon County","Bacon County- All Schools","Leaders","Total",8,3,38
"2017-18","Bacon County","Bacon County- All Schools","Teachers","Total",146.4,54.5,37
"2017-18","Baker County","Baker County K12 School","Leaders","High Poverty",0.9,0.9,100
"2017-18","Baker County","Baker County K12 School","Teachers","High Poverty",28.7,17,59
"2017-18","Baker County","Baker County K12 School","Teachers","Total",28.7,17,59
"2017-18","Baker County","Baker County Learning Center","Leaders","High Poverty",0.3,0.3,100
"2017-18","Baker County","Baker County Learning Center","Teachers","High Poverty",1,1,100
"2017-18","Baker County","Baker County Learning Center","Teachers","Total",1,1,100
"2017-18","Baker County","Baker County- All Schools","Leaders","High Poverty",1.1,1.1,100
"2017-18","Baker County","Baker County- All Schools","Leaders","Total",1.1,1.1,100
"2017-18","Baker County","Baker County- All Schools","Teachers","High Poverty",29,17,59
"2017-18","Baker County","Baker County- All Schools","Teachers","Total",29,17,59
"2017-18","Baldwin County","Baldwin County- All Schools","Leaders","Total",15.3,7.8,51
"2017-18","Baldwin County","Baldwin County- All Schools","Teachers","Total",348,173,50
"2017-18","Baldwin County","Baldwin High School","Leaders","Not Applicable",4.3,2.8,65
"2017-18","Baldwin County","Baldwin High School","Teachers","Total",88.5,46.5,53
"2017-18","Baldwin County","Lakeview Academy","Leaders","Not Applicable",2,1,50
"2017-18","Baldwin County","Lakeview Academy","Teachers","Total",44.5,23,52
"2017-18","Baldwin County","Lakeview Primary","Leaders","Not Applicable",2,0,0
"2017-18","Baldwin County","Lakeview Primary","Teachers","Total",58,30,52
"2017-18","Baldwin County","Midway Hills Academy","Leaders","Not Applicable",2,1,50
"2017-18","Baldwin County","Midway Hills Academy","Teachers","Total",41,23,56
"2017-18","Baldwin County","Midway Hills Primary","Leaders","Not Applicable",1.5,1,67
"2017-18","Baldwin County","Midway Hills Primary","Teachers","Total",38.5,15,39
"2017-18","Baldwin County","Oak Hill MS","Leaders","Not Applicable",3.5,2,57
"2017-18","Baldwin County","Oak Hill MS","Teachers","Total",82.5,44.5,54
"2017-18","Banks County","Banks County Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Banks County","Banks County Elementary School","Teachers","Total",47,15,32
"2017-18","Banks County","Banks County High School","Leaders","Not Applicable",2.3,0,0
"2017-18","Banks County","Banks County High School","Teachers","Total",73.9,25,34
"2017-18","Banks County","Banks County Middle School","Leaders","Not Applicable",2,0,0
"2017-18","Banks County","Banks County Middle School","Teachers","Total",46.8,21,45
"2017-18","Banks County","Banks County Primary School","Leaders","Not Applicable",2,1,50
"2017-18","Banks County","Banks County Primary School","Teachers","Total",46,12,26
"2017-18","Banks County","Banks County- All Schools","Leaders","Total",8.3,1,12
"2017-18","Banks County","Banks County- All Schools","Teachers","Total",212.2,71,33
"2017-18","Barrow County","Apalachee High School","Leaders","Not Applicable",4,1,25
"2017-18","Barrow County","Apalachee High School","Teachers","Total",149.5,87,58
"2017-18","Barrow County","Auburn Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","Auburn Elementary School","Teachers","Total",63,28,44
"2017-18","Barrow County","Barrow County- All Schools","Leaders","Total",38,15,39
"2017-18","Barrow County","Barrow County- All Schools","Teachers","Total",1003.8,427.1,43
"2017-18","Barrow County","Bear Creek Middle School","Leaders","Not Applicable",2,0,0
"2017-18","Barrow County","Bear Creek Middle School","Teachers","Total",52.1,28.1,54
"2017-18","Barrow County","Bethlehem Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Barrow County","Bethlehem Elementary School","Teachers","Total",53,22,42
"2017-18","Barrow County","Bramlett Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Barrow County","Bramlett Elementary School","Teachers","Total",54,15,28
"2017-18","Barrow County","County Line Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","County Line Elementary School","Teachers","Total",50,19,38
"2017-18","Barrow County","Haymon-Morris Middle School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","Haymon-Morris Middle School","Teachers","Total",57,32,56
"2017-18","Barrow County","Holsenbeck Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","Holsenbeck Elementary School","Teachers","Total",56.5,20.5,36
"2017-18","Barrow County","Kennedy Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","Kennedy Elementary School","Teachers","Total",63,25,40
"2017-18","Barrow County","Russell Middle School","Leaders","Not Applicable",2,0,0
"2017-18","Barrow County","Russell Middle School","Teachers","Total",67.9,33.8,50
"2017-18","Barrow County","Statham Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","Statham Elementary School","Teachers","Total",63.5,18.5,29
"2017-18","Barrow County","Westside Middle School","Leaders","Not Applicable",2,1,50
"2017-18","Barrow County","Westside Middle School","Teachers","Total",58,33,57
"2017-18","Barrow County","Winder Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Barrow County","Winder Elementary School","Teachers","Total",48.5,29,60
"2017-18","Barrow County","Winder-Barrow High School","Leaders","Not Applicable",4,1,25
"2017-18","Barrow County","Winder-Barrow High School","Teachers","Total",174.3,101.2,58
"2017-18","Barrow County","Yargo Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Barrow County","Yargo Elementary School","Teachers","Total",61.5,19,31
"2017-18","Bartow County","Adairsville Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Bartow County","Adairsville Elementary School","Teachers","Total",49.1,7,14
"2017-18","Bartow County","Adairsville High School","Leaders","Low Poverty",2.8,0.8,27
"2017-18","Bartow County","Adairsville High School","Teachers","Low Poverty",73.8,32.1,43
"2017-18","Bartow County","Adairsville High School","Teachers","Total",73.8,32.1,43
"2017-18","Bartow County","Adairsville Middle School","Leaders","Not Applicable",3,2,67
"2017-18","Bartow County","Adairsville Middle School","Teachers","Total",46,13,28
"2017-18","Bartow County","Allatoona Elementary School","Leaders","Not Applicable",1.5,0,0
"2017-18","Bartow County","Allatoona Elementary School","Teachers","Total",35.5,15,42
"2017-18","Bartow County","Bartow County- All Schools","Leaders","Low Poverty",6.5,1.8,27
"2017-18","Bartow County","Bartow County- All Schools","Leaders","Total",45,14.8,33
"2017-18","Bartow County","Bartow County- All Schools","Teachers","Low Poverty",166.9,40.7,24
"2017-18","Bartow County","Bartow County- All Schools","Teachers","Total",918.8,239.7,26
"2017-18","Bartow County","Cass High School","Leaders","Not Applicable",3.8,1,27
"2017-18","Bartow County","Cass High School","Teachers","Total",108.8,42.1,39
"2017-18","Bartow County","Cass Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Bartow County","Cass Middle School","Teachers","Total",59.1,20,34
"2017-18","Bartow County","Clear Creek Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Bartow County","Clear Creek Elementary School","Teachers","Total",43.9,14,32
"2017-18","Bartow County","Cloverleaf Elementary","Leaders","Not Applicable",2,0,0
"2017-18","Bartow County","Cloverleaf Elementary","Teachers","Total",55,11,20
"2017-18","Bartow County","Emerson Elementary School","Leaders","Not Applicable",1.5,0,0
"2017-18","Bartow County","Emerson Elementary School","Teachers","Total",37.5,10,27
"2017-18","Bartow County","Euharlee Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Bartow County","Euharlee Elementary School","Teachers","Total",39.5,13,33
"2017-18","Bartow County","Hamilton Crossing Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Bartow County","Hamilton Crossing Elementary School","Teachers","Total",42.5,11,26
"2017-18","Bartow County","Kingston Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Bartow County","Kingston Elementary School","Teachers","Total",41.5,7.5,18
"2017-18","Bartow County","Mission Road Elementary School","Leaders","Not Applicable",1.5,0.5,33
"2017-18","Bartow County","Mission Road Elementary School","Teachers","Total",34.3,4,12
"2017-18","Bartow County","Pine Log Elementary","Leaders","Not Applicable",1.5,0.5,33
"2017-18","Bartow County","Pine Log Elementary","Teachers","Total",31,10,32
"2017-18","Bartow County","South Central Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Bartow County","South Central Middle School","Teachers","Total",42.8,17,40
"2017-18","Bartow County","Taylorsville Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Bartow County","Taylorsville Elementary School","Teachers","Total",38.5,13,34
"2017-18","Bartow County","White Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Bartow County","White Elementary School","Teachers","Total",41,13,32
"2017-18","Bartow County","Woodland High School","Leaders","Low Poverty",3.8,1,27
"2017-18","Bartow County","Woodland High School","Teachers","Low Poverty",107.6,38,35
"2017-18","Bartow County","Woodland High School","Teachers","Total",107.6,38,35
"2017-18","Bartow County","Woodland Middle School at Euharlee","Leaders","Not Applicable",3,1,33
"2017-18","Bartow County","Woodland Middle School at Euharlee","Teachers","Total",54,23,43
"2017-18","Ben Hill County","Ben Hill County Middle School","Leaders","High Poverty",2.5,2.5,100
"2017-18","Ben Hill County","Ben Hill County Middle School","Teachers","High Poverty",45.5,16.2,36
"2017-18","Ben Hill County","Ben Hill County Middle School","Teachers","Total",45.5,16.2,36
"2017-18","Ben Hill County","Ben Hill County Primary School","Leaders","High Poverty",2,1,50
"2017-18","Ben Hill County","Ben Hill County Primary School","Teachers","High Poverty",64.5,16,25
"2017-18","Ben Hill County","Ben Hill County Primary School","Teachers","Total",64.5,16,25
"2017-18","Ben Hill County","Ben Hill County- All Schools","Leaders","High Poverty",9.5,4.5,47
"2017-18","Ben Hill County","Ben Hill County- All Schools","Leaders","Total",9.5,4.5,47
"2017-18","Ben Hill County","Ben Hill County- All Schools","Teachers","High Poverty",220.2,68.7,31
"2017-18","Ben Hill County","Ben Hill County- All Schools","Teachers","Total",227.2,75.7,33
"2017-18","Ben Hill County","Ben Hill Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Ben Hill County","Ben Hill Elementary School","Teachers","High Poverty",48.5,12,25
"2017-18","Ben Hill County","Ben Hill Elementary School","Teachers","Total",48.5,12,25
"2017-18","Ben Hill County","Fitzgerald High School","Leaders","High Poverty",3,0,0
"2017-18","Ben Hill County","Fitzgerald High School","Teachers","High Poverty",63.4,31.5,50
"2017-18","Ben Hill County","Fitzgerald High School","Teachers","Total",63.4,31.5,50
"2017-18","Berrien County","Berrien Academy Performance Learning Center","Leaders","Not Applicable",1,1,100
"2017-18","Berrien County","Berrien Academy Performance Learning Center","Teachers","Total",13.7,11.4,83
"2017-18","Berrien County","Berrien County- All Schools","Leaders","Total",9.7,2.1,22
"2017-18","Berrien County","Berrien County- All Schools","Teachers","Total",219.5,68,31
"2017-18","Berrien County","Berrien Elementary School","Leaders","Not Applicable",2.2,0,0
"2017-18","Berrien County","Berrien Elementary School","Teachers","Total",48,13,27
"2017-18","Berrien County","Berrien High School","Leaders","Not Applicable",2.2,0,0
"2017-18","Berrien County","Berrien High School","Teachers","Total",55.8,17,30
"2017-18","Berrien County","Berrien Middle School","Leaders","Not Applicable",2.2,1.1,50
"2017-18","Berrien County","Berrien Middle School","Teachers","Total",51.3,19.2,37
"2017-18","Berrien County","Berrien Primary School","Leaders","Not Applicable",2.2,0,0
"2017-18","Berrien County","Berrien Primary School","Teachers","Total",60.6,17,28
"2017-18","Bibb County","Academy For Classical Education","Leaders","High Poverty",1.8,1,57
"2017-18","Bibb County","Academy For Classical Education","Teachers","High Poverty",101,57,56
"2017-18","Bibb County","Academy For Classical Education","Teachers","Total",101,57,56
"2017-18","Bibb County","Alexander II Magnet School","Leaders","High Poverty",2,1,50
"2017-18","Bibb County","Alexander II Magnet School","Teachers","High Poverty",33.5,15.5,46
"2017-18","Bibb County","Alexander II Magnet School","Teachers","Total",33.5,15.5,46
"2017-18","Bibb County","Appling Middle School","Leaders","High Poverty",3,1,33
"2017-18","Bibb County","Appling Middle School","Teachers","High Poverty",63,46,73
"2017-18","Bibb County","Appling Middle School","Teachers","Total",63,46,73
"2017-18","Bibb County","Ballard Hudson Middle School","Leaders","High Poverty",4,4,100
"2017-18","Bibb County","Ballard Hudson Middle School","Teachers","High Poverty",85.1,71.1,84
"2017-18","Bibb County","Ballard Hudson Middle School","Teachers","Total",85.1,71.1,84
"2017-18","Bibb County","Bernd Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Bibb County","Bernd Elementary School","Teachers","High Poverty",42.5,30.5,72
"2017-18","Bibb County","Bernd Elementary School","Teachers","Total",42.5,30.5,72
"2017-18","Bibb County","Bibb County- All Schools","Leaders","High Poverty",88.5,39.8,45
"2017-18","Bibb County","Bibb County- All Schools","Leaders","Total",92.5,42.7,46
"2017-18","Bibb County","Bibb County- All Schools","Teachers","High Poverty",1623,804,50
"2017-18","Bibb County","Bibb County- All Schools","Teachers","Total",1718,898,52
"2017-18","Bibb County","Brookdale Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Bibb County","Brookdale Elementary School","Teachers","High Poverty",41.5,31.5,76
"2017-18","Bibb County","Brookdale Elementary School","Teachers","Total",41.5,31.5,76
"2017-18","Bibb County","Bruce Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Bibb County","Bruce Elementary School","Teachers","High Poverty",42.4,30,71
"2017-18","Bibb County","Bruce Elementary School","Teachers","Total",42.4,30,71
"2017-18","Bibb County","Burdell Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Bibb County","Burdell Elementary School","Teachers","High Poverty",47.4,21,44
"2017-18","Bibb County","Burdell Elementary School","Teachers","Total",47.4,21,44
"2017-18","Bibb County","Carter Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Bibb County","Carter Elementary School","Teachers","High Poverty",53,37.5,71
"2017-18","Bibb County","Carter Elementary School","Teachers","Total",53,37.5,71
"2017-18","Bibb County","Central High School","Leaders","High Poverty",3,1,33
"2017-18","Bibb County","Central High School","Teachers","High Poverty",130.1,98.1,75
"2017-18","Bibb County","Central High School","Teachers","Total",130.1,98.1,75
"2017-18","Bibb County","Hartley Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Bibb County","Hartley Elementary School","Teachers","High Poverty",43.2,28.4,66
"2017-18","Bibb County","Hartley Elementary School","Teachers","Total",43.2,28.4,66
"2017-18","Bibb County","Heard Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Bibb County","Heard Elementary School","Teachers","High Poverty",51,24,47
"2017-18","Bibb County","Heard Elementary School","Teachers","Total",51,24,47
"2017-18","Bibb County","Heritage Elementary School","Leaders","High Poverty",3,0,0
