sys_sch,SystemId,systemname,schoolname,SchoolId,gradecluster,Phone_Number,Street,City,State,Zip_Code,DistrictWebsite,total_enroll,Grades,Grade,SingleScore,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Four_Year_Graduation_Rate,CollegeEnrollment,Mobility,PPE,rtc20
615286,615,Bryan County,Bryan County Elementary School,286,E,912-626-5033,250 Payne Dr.,Pembroke,GA,31321,http://www.bryan.k12.ga.us/,434,3-5,,,0,1,20,4,5,70,72,20.4,1,,,18.7,,
615302,615,Bryan County,Richmond Hill Elementary School,302,E,912-459-5100,473 Frances Meeks Way,Richmond Hill,GA,31324,http://www.bryan.k12.ga.us/,789,2-3,,,4,0,17,13,5,60,37,8.6999998,4,,,12.4,,
615402,615,Bryan County,Bryan County Middle School,402,M,912-626-5050,600 Payne Dr.,Pembroke,GA,31321,http://www.bryan.k12.ga.us/,527,6-8,,,1,0,23,6,5,65,72,16.299999,2,,,13.9,,
615502,615,Bryan County,Bryan County High School,502,H,912-626-5060,1234 Camellia Dr.,Pembroke,GA,31321,http://www.bryan.k12.ga.us/,580,9-12,,,1,0,22,3,6,68,67,13.5,0,90.2,,10.5,,
615503,615,Bryan County,McAllister Elementary School,503,E,912-851-4040,224 Veterans Memorial Parkway,Richmond Hill,GA,31324,http://www.bryan.k12.ga.us/,1340,K-5,,,3,0,6,8,6,78,8,8.6000004,1,,,8.4,,
616100,616,Bulloch County,Mill Creek Elementary School,100,E,912-212-8780,239 Beasley Road,Statesboro,GA,30461,http://www.bulloch.k12.ga.us/,609,K-5,,,2,0,57,7,3,31,74,14.2,3,,,13.6,,
616107,616,Bulloch County,Nevils Elementary School,107,E,912-842-8320,8438 Nevils-Groveland Road,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,476,K-5,,,1,0,12,7,3,77,47,17.4,3,,,8.1,,
616198,616,Bulloch County,William James Middle School,198,M,912-212-8820,18809 Highway 80 West,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,672,6-8,,,1,0,50,6,4,39,56,15.6,2,,,10.4,,
616199,616,Bulloch County,Langston Chapel Elementary School,199,E,912-212-8700,150 Langston Chapel Road,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,713,K-5,,,1,0,55,18,5,21,97,13.2,14,,,31.4,,
616200,616,Bulloch County,Brooklet Elementary School,200,E,912-842-8300,600 West Lane Street,Brooklet,GA,30415,http://www.bulloch.k12.ga.us/,778,K-5,,,3,0,8,5,5,79,38,10.6,4,,,8,,
616203,616,Bulloch County,Southeast Bulloch High School,203,H,912-842-8440,9184 Brooklet/Denmark Highway,Brooklet,GA,30415,http://www.bulloch.k12.ga.us/,1127,9-12,,,1,0,12,5,3,79,36,13.2,1,89.80000000000001,,8.4,,
6162050,616,Bulloch County,Julia P. Bryant Elementary School,2050,E,912-212-8680,421 West Main Street,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,689,K-5,,,4,0,43,5,4,45,51,14.2,4,,,11.8,,
6162054,616,Bulloch County,Statesboro High School,2054,H,912-212-8860,10 Lester Road,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,1778,9-12,,,2,0,50,8,3,36,58,14.7,3,79,,14,,
616299,616,Bulloch County,Langston Chapel Middle School,299,M,912-212-8720,156 Langston Chapel Road,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,887,6-8,,,2,0,66,10,2,19,97,18.5,7,,,24.1,,
616300,616,Bulloch County,Southeast Bulloch Middle School,300,M,912-842-8400,9124 Brooklet/Denmark Highway,Brooklet,GA,30415,http://www.bulloch.k12.ga.us/,874,6-8,,,2,0,13,4,3,77,45,16.6,3,,,5.5,,
6163054,616,Bulloch County,Stilson Elementary School,3054,E,912-842-8480,15569 Hwy 119,Brooklet,GA,30415,http://www.bulloch.k12.ga.us/,401,K-5,,,0,0,4,4,4,88,58,12.9,1,,,13.7,,
616399,616,Bulloch County,Portal Elementary School,399,E,912-842-8340,328 Grady Street South,Portal,GA,30450,http://www.bulloch.k12.ga.us/,366,K-5,,,0,0,25,8,8,59,69,13.5,4,,,10.5,,
6164052,616,Bulloch County,Portal Middle/High School,4052,M,912-842-8360,27245 Highway 80 West,Portal,GA,30450,http://www.bulloch.k12.ga.us/,469,6-12,,,1,0,30,5,4,61,60,11,1,88.10000000000001,,9.4,,
6165050,616,Bulloch County,Mattie Lively Elementary School,5050,E,912-212-8760,204 Debbie Drive,Statesboro,GA,30458,http://www.bulloch.k12.ga.us/,645,K-5,,,1,0,59,10,3,26,83,15.6,5,,,16.4,,
6165054,616,Bulloch County,Sallie Zetterower Elementary School,5054,E,912-212-8800,1200 Cawana Road,Statesboro,GA,30461,http://www.bulloch.k12.ga.us/,809,K-5,,,3,0,53,10,6,28,73,11.2,9,,,24.4,,
617104,617,Burke County,Blakeney Elementary,104,E,(706) 554-2265,100 Olympic Drive,Waynesboro,GA,30830,http://www.burke.k12.ga.us/,827,3-5,,,1,0,64,5,4,26,100,13.3,3,,,12.5,,
617188,617,Burke County,Burke County Middle School,188,M,(706) 554-3532,356 Southside Drive,Waynesboro,GA,30830,http://www.burke.k12.ga.us/,1030,6-8,,,0,0,63,5,4,28,100,10.9,1,,,12.7,,
617196,617,Burke County,S G A Elementary School,196,E,(478) 569-4322,1265 Charles Perry Avenue,Sardis,GA,30456,http://www.burke.k12.ga.us/,279,K-5,,,0,0,52,3,4,40,100,17.200001,1,,,23.5,,
6172056,617,Burke County,Waynesboro Primary School,2056,E,(706) 554-5125,352 Southside Drive,Waynesboro,GA,30830,http://www.burke.k12.ga.us/,841,K-2,,,1,0,59,6,4,31,100,13.9,2,,,10.6,,
617288,617,Burke County,Burke County High School,288,H,(706) 554-6691,1057 Burke Veterans Parkway,Waynesboro,GA,30830,http://www.burke.k12.ga.us/,1290,9-12,,,1,0,61,3,3,32,100,8.6000004,0,91.80000000000001,,10.8,,
618100,618,Butts County,Henderson Middle School,100,M,770-504-2310,494 George Tate Drive,Jackson,GA,30233,http://www.butts.k12.ga.us/,870,6-8,,,0,0,35,4,5,55,89,12.9,1,,,12.5,,
618104,618,Butts County,Hampton L. Daughtry Elementary School,104,E,770-504-2356,150 Shiloh Rd.,Jackson,GA,30233,http://www.butts.k12.ga.us/,512,K-5,,,1,0,31,7,3,58,89,11.4,2,,,10.9,,
618108,618,Butts County,Stark Elementary School,108,E,770-775-9470,209 Stark Road,Jackson,GA,30233,http://www.butts.k12.ga.us/,587,K-5,,,1,0,26,2,7,64,89,11.5,0,,,15.3,,
618111,618,Butts County,Jackson Elementary School,111,E,770-775-9480,1105 Brownlee Road,Jackson,GA,30233,http://www.butts.k12.ga.us/,543,K-5,,,1,0,39,7,6,47,88,12.1,4,,,12.3,,
618190,618,Butts County,Jackson High School,190,H,770-504-2340,717 S. Harkness St.,Jackson,GA,30233,http://www.butts.k12.ga.us/,1046,9-12,,,0,0,33,4,4,59,89,11.9,1,87.80000000000001,,12.5,,
619113,619,Calhoun County,Calhoun County High School,113,H,229-213-0148,700 Manry Street,Edison,GA,39846,https://www.calhoun.k12.ga.us/,192,9-12,,,0,0,96,3,0,1,100,7.8000002,0,92.90000000000001,,6.800000000000001,,
619179,619,Calhoun County,Calhoun County Elementary School,179,E,229-213-0147,18904 Morgan Road,Arlington,GA,39813,https://www.calhoun.k12.ga.us/,199,K-5,,,0,0,94,4,2,1,100,11.1,0,,,10.1,,
619213,619,Calhoun County,Calhoun County Middle School,213,M,229.213.0148,700 Manry St.,Edison,GA,39846,https://www.calhoun.k12.ga.us/,129,6-8,,,0,0,92,6,0,2,100,7.0999999,0,,,4.800000000000001,,
620100,620,Camden County,Mamie Lou Gross Elementary School,100,E,912-576-4800,277 Roberts Path,Woodbine,GA,31569,http://www.camden.k12.ga.us/,556,K-5,,,1,0,30,8,11,51,58,27,3,,,20.3,,
620105,620,Camden County,Saint Marys Middle School,105,M,912-882-8626,205 Martha Drive,St. Marys,GA,31558,http://www.camden.k12.ga.us/,1129,6-8,,,1,0,21,10,7,61,42,13.4,2,,,12.5,,
620110,620,Camden County,Saint Marys Elementary School,110,E,912-882-4839,600 Osborne St,St. Marys,GA,31558,http://www.camden.k12.ga.us/,657,K-5,,,1,0,20,8,10,62,53,14.7,1,,,20.7,,
620182,620,Camden County,Camden Middle School,182,M,912-729-3113,1300 Middle School Road,Kingsland,GA,31548,http://www.camden.k12.ga.us/,1150,6-8,,,1,1,25,7,9,57,52,17.1,1,,,11.2,,
620187,620,Camden County,Crooked River Elementary School,187,E,912-673-6995,"3570 Charlie Smith, Sr Highwy",St. Marys,GA,31558,http://www.camden.k12.ga.us/,589,K-5,,,1,0,20,14,8,56,43,16,3,,,21.3,,
620189,620,Camden County,Matilda Harris Elementary School,189,E,912-729-2940,1100 Lake Boulevard,Kingsland,GA,31548,http://www.camden.k12.ga.us/,622,K-5,,,3,0,21,12,12,52,44,16.1,1,,,13.9,,
620192,620,Camden County,Woodbine Elementary School,192,E,912-576-5245,"495 Broadwood Road, Spur 25",Woodbine,GA,31569,http://www.camden.k12.ga.us/,388,K-5,,,0,0,27,3,8,61,59,20.1,0,,,16.5,,
620193,620,Camden County,Kingsland Elementary School,193,E,912-729-5246,900 West King Avenue,Kingsland,GA,31548,http://www.camden.k12.ga.us/,433,K-5,,,1,0,12,11,12,63,53,15.5,1,,,20.8,,
620195,620,Camden County,David L Rainer Elementary School,195,E,912-729-9071,850 May Creek Drive,Kingsland,GA,31548,http://www.camden.k12.ga.us/,508,K-5,,,1,0,19,10,10,60,51,20.4,0,,,18.5,,
620197,620,Camden County,Sugarmill Elementary,197,E,912-882-8191,2885 Winding Road,Saint Marys,GA,31558,http://www.camden.k12.ga.us/,614,K-5,,,1,0,17,9,10,63,35,16.799999,1,,,17.2,,
620295,620,Camden County,Camden County High School,295,H,912-729-7318,6300 Laurel Island Parkway,Kingsland,GA,31548,http://www.camden.k12.ga.us/,2617,9-12,,,2,0,21,8,7,61,39,11,1,95.60000000000001,,9.4,,
620495,620,Camden County,Mary Lee Clark Elementary School,495,E,912-882-4373,318 Mickler Drive,St. Marys,GA,31558,http://www.camden.k12.ga.us/,508,K-5,,,1,0,23,8,10,57,49,13.7,2,,,15,,
621101,621,Candler County,Metter High School ,101,H,912-685-2134,34905 GA HWY 129 SOUTH,Metter,GA,30439,http://www.metter.org/,604,9-12,,,1,0,32,18,1,48,90,11.2,2,96.60000000000001,,6.600000000000001,,
621102,621,Candler County,Metter Middle School,102,M,912-685-5050,33661 Hwy 129 South,Metter,GA,30439,http://www.metter.org/,557,6-8,,,1,0,31,22,3,43,90,13.7,3,,,11.6,,
621302,621,Candler County,Metter Elementary School,302,E,912-685-5050,33661 Hwy 129 South,Metter,GA,30439,http://www.metter.org/,1017,K-5,,,1,0,27,21,4,47,90,15.9,4,,,15.5,,
621303,621,Candler County,Metter Career Academy,303,H,912-685-5713,34905 Highay 129 South,Metter,GA,30439,http://www.metter.org/,62,9-12,,,0,0,35,19,2,44,90,25,8,,,41.7,,
622100,622,Carroll County,Sharp Creek Elementary School,100,E,770-214-8848,115 Old Muse Road,Carrollton,GA,30116,http://www.carrollcountyschools.com/,586,K-5,,,0,0,22,14,7,56,79,15,6,,,22.2,,
622101,622,Carroll County,Bowdon Middle School,101,M,770-258-2161,223 Kent Avenue,Bowdon,GA,30108,http://www.carrollcountyschools.com/,314,6-8,,,0,0,14,6,7,73,63,15.9,1,,,11.8,,
622102,622,Carroll County,Temple Middle School,102,M,770-562-6001,275 Rainey Road,Temple,GA,30179,http://www.carrollcountyschools.com/,607,6-8,,,1,0,15,6,7,69,62,13.1,2,,,15.8,,
6221054,622,Carroll County,Temple Elementary School,1054,E,(770) 562-3076,95 Otis Street,Temple,GA,30179,http://www.carrollcountyschools.com/,577,K-5,,,1,0,19,7,5,68,68,12,3,,,15.2,,
622115,622,Carroll County,Providence Elementary School,115,E,(770) 537-8100,287 Rainey Rd,Temple,GA,30179,http://www.carrollcountyschools.com/,474,K-5,,,0,0,8,6,7,78,58,13.2,1,,,11.9,,
622176,622,Carroll County,Mount Zion Elementary School,176,E,770-832-8588,260 Eureka Church Road,Carrollton,GA,30117,http://www.carrollcountyschools.com/,684,K-5,,,1,0,8,17,6,67,77,12.6,12,,,13.5,,
622177,622,Carroll County,Central Middle School,177,M,770-832-8114,155 Whooping Creek Road,Carrollton,GA,30116,http://www.carrollcountyschools.com/,1045,6-8,,,0,0,11,10,5,74,49,12.7,5,,,9.700000000000001,,
622189,622,Carroll County,Temple High School,189,H,770-562-3218,589 Sage Street,Temple,GA,30157,http://www.carrollcountyschools.com/,639,9-12,,,1,0,15,7,5,72,59,14,2,97.40000000000001,,11.5,,
622198,622,Carroll County,Bay Springs Middle School,198,M,770-459-2098,122 Bay Springs Rd.,Villa Rica,GA,30180,http://www.carrollcountyschools.com/,992,6-8,,,0,0,23,12,7,57,59,15.8,5,,,14.2,,
6222050,622,Carroll County,Bowdon Elementary School,2050,E,770-258-2161,223 Kent Avenue,Bowdon,GA,30108,http://www.carrollcountyschools.com/,627,K-5,,,1,0,14,6,9,70,61,11.7,2,,,15.4,,
6222052,622,Carroll County,Central High School,2052,H,770.834.3386,113 Central High Road,Carrollton,GA,30116,http://www.carrollcountyschools.com/,1208,9-12,,,0,0,11,10,5,73,49,17.1,3,93.10000000000001,,10.5,,
622208,622,Carroll County,Mt. Zion Middle School ,208,M,770-834-3389,132 Eagle Drive,Mt. Zion,GA,30150,http://www.carrollcountyschools.com/,375,6-8,,,0,0,8,18,7,67,71,10.2,6,,,13,,
622212,622,Carroll County,Mt. Zion High School,212,H,770-834-6654,280 Eureka Church Road,Carrollton,GA,30117,http://www.carrollcountyschools.com/,413,9-12,,,1,0,8,11,9,72,62,12.1,2,100,,9.1,,
622305,622,Carroll County,Villa Rica Middle,305,M,770-459-0407,614 Tumlin Lake Rd.,Temple,GA,30179,http://www.carrollcountyschools.com/,547,6-8,,,0,0,33,9,8,50,65,12.5,4,,,15,,
6223050,622,Carroll County,Bowdon High School,3050,H,770-258-5408,504 West College Street,Bowdon,GA,30108,http://www.carrollcountyschools.com/,468,9-12,,,0,0,11,8,8,72,53,17.200001,1,91.90000000000001,,11.5,,
622377,622,Carroll County,Roopville Elementary School,377,E,770-854-4421,60 Old Carrollton Rd.,Roopville,GA,30170,http://www.carrollcountyschools.com/,395,K-5,,,1,0,5,3,5,86,45,10.7,1,,,12.9,,
622405,622,Carroll County,Ithica Elementary ,405,E,678-840-5101,75 Whitworth Rd,Villa Rica,GA,30180,http://www.carrollcountyschools.com/,710,K-5,,,1,0,23,10,7,59,50,10.2,4,,,9.1,,
622477,622,Carroll County,Whitesburg Elementary School,477,E,770-832-3875,868 Main Street,Whitesburg,GA,30185,http://www.carrollcountyschools.com/,461,K-5,,,0,0,4,7,5,84,62,12.3,2,,,17.7,,
6225050,622,Carroll County,Central Elementary School,5050,E,770-832-6466,633 Stripling Chapel Road,Carrollton,GA,30116,http://www.carrollcountyschools.com/,863,K-5,,,0,0,12,12,5,71,51,15.1,7,,,7.600000000000001,,
6225052,622,Carroll County,Sand Hill Elementary School,5052,E,770-832-8541,45 Sand Hill School Road,Carrollton,GA,30116,http://www.carrollcountyschools.com/,668,K-5,,,0,0,17,9,9,65,50,12,4,,,15.6,,
6225054,622,Carroll County,Villa Rica High School,5054,H,(770) 459 - 5185,600 Rocky Branch Road,Villa Rica,GA,30180,http://www.carrollcountyschools.com/,1697,9-12,,,1,0,25,11,7,57,54,12.9,2,95.5,,15,,
622605,622,Carroll County,Glanton-Hindsman Elementary,605,E,770-459-4491,118 Glanton St.,Villa Rica,GA,30180,http://www.carrollcountyschools.com/,623,K-5,,,1,0,31,8,8,52,63,12.3,2,,,15.6,,
622705,622,Carroll County,Villa Rica Elementary School,705,E,770.459.5762,314 Peachtree Street,Villa Rica,GA,30180,http://www.carrollcountyschools.com/,476,K-5,,,2,0,24,12,9,52,65,14.1,4,,,16.5,,
623100,623,Catoosa County,Ringgold Primary School,100,E,(706)937-5437,340 Evitt Lane,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,496,K-2,,,2,0,2,3,6,88,49,11.6,1,,,9.5,,
623102,623,Catoosa County,Battlefield Primary,102,E,(706)861-5778,2204 Battlefield Parkway,Ft Oglethorpe,GA,30742,http://www.catoosa.k12.ga.us/,455,K-2,,,6,0,4,4,5,81,53,10.1,4,,,11.3,,
623103,623,Catoosa County,Battlefield Elementary School,103,E,(706)866-9183,2206 Battlefield Parkway,Fort Oglethorpe,GA,30742,http://www.catoosa.k12.ga.us/,494,3-5,,,7,0,5,5,5,78,52,13.1,4,,,8.300000000000001,,
623105,623,Catoosa County,Woodstation Elementary School,105,E,(706)935-6700,3404 Colbert Hollow Road,Rock Spring,GA,30739,http://www.catoosa.k12.ga.us/,422,K-5,,,0,0,0,2,2,95,46,15.1,0,,,12.7,,
6231050,623,Catoosa County,Boynton Elementary School,1050,E,706-866-1521,3938 Boynton Drive,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,575,K-5,,,1,0,1,4,4,90,31,13.6,0,,,5.600000000000001,,
6231052,623,Catoosa County,Lakeview-Fort Oglethorpe High School,1052,H,706-866-0342,1850 Battlefield Parkway,Fort Oglethorpe,GA,30742,http://www.catoosa.k12.ga.us/,1073,9-12,,,3,0,7,7,3,80,59,17,2,80.90000000000001,,10.9,,
6231054,623,Catoosa County,West Side Elementary School,1054,E,706-866-9211,72 Braves Lane,Rossville,GA,30741,http://www.catoosa.k12.ga.us/,494,K-5,,,1,0,5,13,6,75,77,13.4,3,,,18.3,,
623109,623,Catoosa County,Heritage High School,109,H,(706)937-6464,3960 Poplar Springs Rd,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,1304,9-12,,,1,0,2,3,3,91,26,20,0,92,,5.5,,
623185,623,Catoosa County,Tiger Creek Elementary School,185,E,(706)935-9890,134 Rhea McClannhan Dr.,Tunnel Hill,GA,30755,http://www.catoosa.k12.ga.us/,506,K-5,,,1,0,1,4,3,91,62,15.3,1,,,13.9,,
623205,623,Catoosa County,Heritage Middle School,205,M,(706)937-3568,4005 Poplar Springs Rd.,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,959,6-8,,,2,0,2,3,3,90,35,18.1,1,,,7.5,,
6232552,623,Catoosa County,Lakeview Middle School,2552,M,706-866-1040,416 Cross Street,Rossville,GA,30741,http://www.catoosa.k12.ga.us/,828,6-8,,,3,0,6,8,5,79,72,21.799999,3,,,11.9,,
6233050,623,Catoosa County,Cloud Springs Elementary School,3050,E,706-866-6640,163 Fernwood Drive,Rossville,GA,30741,http://www.catoosa.k12.ga.us/,367,K-5,,,2,0,3,1,6,89,77,16.6,1,,,16.3,,
6233052,623,Catoosa County,Ringgold Elementary School,3052,E,(706)935-2912,322 Evitt Lane,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,501,3-5,,,2,0,3,2,3,91,44,18,1,,,7.100000000000001,,
6234052,623,Catoosa County,Ringgold High School,4052,H,(706)935-2254,29 Tiger Trail,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,1089,9-12,,,2,0,2,3,2,91,37,17.200001,1,95.30000000000001,,9.200000000000001,,
6235050,623,Catoosa County,Graysville Elementary School,5050,E,706-937-3147,944 Graysville Rd.,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,558,K-5,,,1,0,3,5,7,84,42,6.3000002,2,,,7.4,,
6235052,623,Catoosa County,Ringgold Middle School,5052,M,706.935.3381,217 Tiger Trail,Ringgold,GA,30736,http://www.catoosa.k12.ga.us/,856,6-8,,,1,0,2,4,3,89,48,21.6,2,,,8,,
624112,624,Charlton County,Bethune Middle School,112,E,912-496-2360,285 Little Phoebe Church Road,Folkston,GA,31537,http://www.charlton.k12.ga.us/,622,4-8,,,1,1,32,2,7,57,75,16,1,,,14.3,,
624199,624,Charlton County,Folkston Elementary School,199,E,912-496-7369,34754 Okefenokee Drive,Folkston,GA,31537,http://www.charlton.k12.ga.us/,474,K-3,,,0,0,31,2,7,59,70,13.6,0,,,13.4,,
624287,624,Charlton County,Charlton County High School,287,H,912-496-2501,994 Indian Trail,Folkston,GA,31537,http://www.charlton.k12.ga.us/,436,9-12,,,0,0,31,4,5,60,61,9.8999996,0,90.90000000000001,,7,,
6244050,624,Charlton County,St. George Elementary School,4050,E,912-843-2383,P.O. Box 298 Highway 121,St. George,GA,31562,http://www.charlton.k12.ga.us/,180,K-6,,,0,0,3,5,7,85,75,19,0,,,14.9,,
625101,625,Savannah-Chatham County,Johnson High School,101,H,(912) 395-6400,3012 Sunset Boulevard,Savannah,GA,31404,https://spwww.sccpss.com/Pages/default.aspx,834,9-12,,,0,0,88,4,3,4,77,11.4,2,82.2,,14.2,,
6251052,625,Savannah-Chatham County,Otis J Brock III Elementary School,1052,E,(912) 395-5300,5031 Greenbriar Rd,Savannah,GA,31401,https://spwww.sccpss.com/Pages/default.aspx,593,K-5,,,0,0,93,3,3,1,98,10.3,1,,,28.7,,
6251056,625,Savannah-Chatham County,Gadsden Elementary School,1056,E,(912) 395-5940,919 May Street,Savannah,GA,31415,https://spwww.sccpss.com/Pages/default.aspx,540,K-5,,,0,1,97,0,1,1,97,11.6,0,,,21.8,,
6251058,625,Savannah-Chatham County,Heard Elementary School,1058,E,(912) 395-6630,414 Lee Boulevard,Savannah,GA,31405,https://spwww.sccpss.com/Pages/default.aspx,651,K-5,,,3,0,62,6,6,23,59,10.8,2,,,10.8,,
6251060,625,Savannah-Chatham County,Howard Elementary School,1060,E,(912) 395-3925,115Wilmington Island Road,Savannah,GA,31410,https://spwww.sccpss.com/Pages/default.aspx,631,K-5,,,5,0,8,3,5,78,23,17.4,4,,,10.2,,
6251070,625,Savannah-Chatham County,White Bluff Elementary School,1070,E,(912) 395-3325,5330 Montgomery Street,Savannah,GA,31405,https://spwww.sccpss.com/Pages/default.aspx,620,K-5,,,5,0,72,8,5,10,89,12.5,10,,,24.4,,
625109,625,Savannah-Chatham County,Coastal Empire Montessori Charter School,109,E,(912) 395-4070,301 Buckhalter Road,Savannah,GA,31405,https://spwww.sccpss.com/Pages/default.aspx,284,K-5,,,1,0,46,10,9,33,68,9.3000002,3,,,22.4,,
625115,625,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,115,H,(912) 395-6750,151 Coach Joe Turner Street,Savannah,GA,31408,https://spwww.sccpss.com/Pages/default.aspx,679,9-12,,,1,0,68,12,7,10,54,4.5999999,1,100,,2.7,,
625116,625,Savannah-Chatham County,Pulaski Elementary SChool,116,E,(912) 395-6466,1001 Tibet Avenue,Savannah,GA,31419,https://spwww.sccpss.com/Pages/default.aspx,701,K-5,,,1,1,45,26,5,22,74,12.7,14,,,28.6,,
625117,625,Savannah-Chatham County,New Hampstead High School,117,H,(912) 395-6789,2451 Little Neck Road,Bloomingdale,GA,31302,https://spwww.sccpss.com/Pages/default.aspx,1342,9-12,,,4,0,49,14,6,27,49,13.2,6,94.5,,16,,
625118,625,Savannah-Chatham County,Oglethorpe Charter School,118,M,(912) 395-5075,7202 Central Avenue,Savannah,GA,31406,https://spwww.sccpss.com/Pages/default.aspx,638,6-8,,,2,0,71,10,4,13,70,8.6000004,6,,,9.5,,
625124,625,Savannah-Chatham County,The STEM Academy at Bartlett,124,M,(912) 395-3500,207 East Montgomery Cross Road,Savannah,GA,31406,https://spwww.sccpss.com/Pages/default.aspx,697,6-8,,,6,0,27,12,10,45,31,4.5999999,3,,,2.9,,
625125,625,Savannah-Chatham County,Tybee Island Maritime Academy School,125,E,(912) 395-4060,714 Lovell Avenue,Tybee Island,GA,31328,https://spwww.sccpss.com/Pages/default.aspx,299,K-5,,,1,0,9,5,2,83,21,13.7,0,,,3.1,,
625128,625,Savannah-Chatham County,Savannah Classical Academy Charter School,128,M,(912) 395-4040,705 East Anderson Street,Savannah,GA,31401,https://spwww.sccpss.com/Pages/default.aspx,290,K-9,,,1,0,73,9,7,9,76,9.8000002,1,,,20.7,,
625192,625,Savannah-Chatham County,Esther F. Garrison School for the Arts,192,E,(912) 395-5975,649 West Jones Street,Savannah,GA,31401,https://spwww.sccpss.com/Pages/default.aspx,763,K-8,,,3,0,44,8,9,36,38,6.1999998,1,,,2.9,,
625194,625,Savannah-Chatham County,Georgetown School,194,M,(912) 395-3475,1516 King George Blvd.,Savannah,GA,31419,https://spwww.sccpss.com/Pages/default.aspx,757,K-8,,,2,0,53,9,7,30,62,15,2,,,18.3,,
625197,625,Savannah-Chatham County,Garden City Elementary School,197,E,(912) 395-6820,4037 Kessler Avenue,Garden City,GA,31408,https://spwww.sccpss.com/Pages/default.aspx,438,K-5,,,1,2,27,60,2,9,89,8.8000002,54,,,20.1,,
625199,625,Savannah-Chatham County,West Chatham Middle School,199,M,(912) 395-3650,800 Pine Barren Road,Pooler,GA,31322,https://spwww.sccpss.com/Pages/default.aspx,1104,6-8,,,3,0,49,21,5,22,69,16.299999,12,,,22,,
625200,625,Savannah-Chatham County,West Chatham Elementary School,200,E,(912) 395-3600,820 Pine Barren Road,Pooler,GA,31322,https://spwww.sccpss.com/Pages/default.aspx,870,K-5,,,4,0,48,12,6,30,54,16.4,3,,,19.8,,
625201,625,Savannah-Chatham County,DeRenne Middle School,201,M,(912) 395-5900,(912) 395-5900,Savannah,GA,31405,https://spwww.sccpss.com/Pages/default.aspx,819,6-8,,,0,0,95,2,1,2,95,19.4,1,,,27.2,,
6252052,625,Savannah-Chatham County,Beach High School,2052,H,(912) 395-5330,3001 Hopkins Street,Savannah,GA,31405,https://spwww.sccpss.com/Pages/default.aspx,1101,9-12,,,0,0,86,7,3,3,77,14.6,3,80.60000000000001,,28,,
